,Title,Start Date,End Date,Description,Venue,Address,City,Postal Code,Country,Organizer,Website,Categories,Image URL,Source URL,desc2
133,Atelier modelage de chouette,2024-07-24T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Une statue, c’est taillé dans la pierre ou dans le bois, ou ça peut être modelé dans la terre avec ses petits doigts. Découverte de sculptures de musées et manipulation de moulages et d’argile.",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000.0,France,Musée des Beaux-Arts et d’Archéologie,,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/Vacances-au-musee-A-laise-glaise-3-6-ans.jpg,https://sortir.besancon.fr/evenement/atelier-modelage-de-chouette/2024-07-24/,"Créer une statue, c'est donner vie à un matériau brut en le façonnant avec précision et délicatesse. La pierre, le bois ou la terre peuvent servir de support à cette création artistique, qui peut prendre forme sous les doigts habiles d'un sculpteur. Les musées regorgent de ces chefs-d'œuvre qui témoignent du talent et de l'imagination des artistes. Mais avant de devenir des pièces exposées, ces sculptures ont nécessité une longue préparation, impliquant la manipulation de moulages et d'argile pour parvenir à créer le modèle parfait. En modelant ces matériaux malléables, les sculpteurs peuvent explorer différentes techniques et styles, du réalisme le plus poussé au surréalisme le plus étrange. La découverte de ces processus créatifs peut être une aventure fascinante, révélant les secrets des grands maîtres de la sculpture et inspirant les jeunes artistes à poursuivre leur propre voie créative."
134,Atelier Dessin : portrait Renaissance,2024-07-25T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Après une initiation aux techniques fondamentales du dessin : observation, esquisse, proportion, ombre et lumière, texture… réalise ton autoportrait et sublime-le à la sauce Renaissance !",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000.0,France,Musée des Beaux-Arts et d’Archéologie,,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/3-7.jpg,https://sortir.besancon.fr/evenement/atelier-dessin-portrait-renaissance/2024-07-25/,"Après avoir acquis les compétences de base en dessin, notamment l'observation, le croquis, la proportion, l'ombre et la lumière, la texture, etc., vous allez vous lancer dans une création ambitieuse : votre autoportrait à la manière des maîtres de la Renaissance ! Vous apprendrez à jouer avec les effets de lumière pour créer un modelé subtil, à utiliser les ombres pour donner de la profondeur à vos traits, et à peaufiner chaque détail pour créer une œuvre d'art qui rivalise avec celles des grands maîtres. Vous découvrirez comment les artistes de la Renaissance ont utilisé la technique du sfumato pour créer un effet de douceur et de mystery, et comment vous pouvez appliquer cette même technique à votre autoportrait. Au fil des cours, vous apprendrez à vous servir de vos nouveaux talents pour créer un portrait qui soit à la fois réaliste et idéalisé, avec des traits fins et délicats, des yeux expressifs et une expression émouvante. Vous serez guidé tout au long du processus créatif par des conseils pratiques et des exercices concrets qui vous aideront à maîtriser les différentes étapes de la création d'un autoportrait Renaissance."
135,Visite famille,2024-07-29T00:00:00+02:00,,"Un musée, qu’est-ce que c’est, qu’est-ce qu’on trouve dedans ? Une sculpture, une mosaïque, c’est fait comment ? Autour d’une sélection d’œuvres, découverte des expositions permanentes ou temporaires en compagnie d’un médiateur. Visite destinée au jeune public accompagné de leurs parents, grands-parents…",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000.0,France,Musée des Beaux-Arts et d’Archéologie,,"Jeune Public, Visites",https://sortir.besancon.fr/wp-content/uploads/2024/05/Visite-famille-MBAA.jpg,https://sortir.besancon.fr/evenement/visite-famille/2024-07-29/,"Un voyage découverte dans un univers d'art et de culture ! Le musée, c'est un endroit où l'on peut admirer des trésors créés par les artistes, des œuvres qui racontent des histoires et éveillent notre imagination. Mais comment ces chefs-d'œuvre sont-ils créés ? Comment les artistes ont-ils réussi à donner vie à leurs idées ? Dans ce musée, vous allez avoir la chance de découvrir les coulisses de la création artistique, de comprendre les techniques et les matériaux utilisés pour créer ces merveilles. Vous pourrez admirer des sculptures, des mosaïques, des peintures et bien d'autres formes d'art qui vous feront rêver et réfléchir. 

Mais ce n'est pas tout ! Le musée propose également des expositions permanentes ou temporaires qui vous permettront de découvrir de nouvelles œuvres et de nouveaux artistes. Et pour vous aider à comprendre et à apprécier ces trésors, un médiateur sera là pour vous accompagner et répondre à vos questions. 

C'est une visite idéale pour les jeunes accompagnés de leurs parents ou grands-parents. C'est l'occasion de partager des moments inoubliables avec sa famille, de découvrir de nouvelles choses ensemble et de créer des souvenirs qui dureront toute la vie. Alors n'hésitez plus, venez découvrir le musée !"
136,Atelier fabrication d’un calendrier perpétuel,2024-07-30T00:00:00+02:00,2024-06-08T23:59:59+02:00,D’où viennent les saisons ? Comment se déroule une année ? Comment se mesure le temps ? Visite découverte autour des collections suivie d’un atelier où chacun fabriquera un calendrier perpétuel.,Musée du Temps,96 Grande Rue,Besançon,25000.0,France,Musée du Temps,,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/3-5.jpg,https://sortir.besancon.fr/evenement/atelier-fabrication-dun-calendrier-perpetuel/2024-07-30/,"Où trouve-t-on les origines des saisons ? Comment le cycle annuel se déroule-t-il ? Quel est le mécanisme qui permet de mesurer le temps ? Ce sont là quelques-unes des questions que nous allons aborder lors d'une visite guidée autour des collections du musée. Nous allons découvrir ensemble les secrets qui régissent le fonctionnement de notre calendrier et apprendre à comprendre les mouvements de la Terre qui influent sur nos vies quotidiennes. Après cette découverte, nous allons passer à l'action en créant notre propre calendrier perpétuel lors d'un atelier pratique. Chacun pourra ainsi prendre possession de son propre outil de mesure du temps et comprendre les mécanismes qui le font fonctionner. Cette activité combine ainsi la découverte scientifique, la créativité et la pratique pour offrir une expérience unique et enrichissante."
137,Atelier moulage méduse,2024-07-31T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Méduse, la Vouivre, Hercule ou Œdipe, découvre à travers les œuvres du Musée les mythes antiques, les légendes, les héros et les monstres qui les peuplent,  puis fabrique ta tête de méduse en argile.",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000.0,France,Musée des Beaux-Arts et d’Archéologie,,"Jeune Public, Visites",https://sortir.besancon.fr/wp-content/uploads/2024/03/4.mosaique-meduse-detail-MBAA.jpg,https://sortir.besancon.fr/evenement/vacances-au-musee-mythes-et-legendes/2024-07-31/,"Méduse, la Vouivre, Hercule ou Œdipe, vous allez découvrir les mythologies anciennes à travers les œuvres du Musée. Vous allez plonger au cœur des légendes et des histoires qui ont forgé notre héritage culturel. Les héros de l'Antiquité, tels que Persée ou Thésée, vous attendent pour partager leurs exploits épiques. Mais attention, car les monstres mythologiques, comme la Chimère ou le Minotaure, rôdent dans l'ombre, prêts à surgir pour vous faire frémir de peur. Une fois imprégnés de ces légendes, vous allez créer votre propre tête de Méduse en argile, un objet unique qui portera la marque de votre imagination et de votre créativité. Vous allez modeler les traits de ce monstre mythique, avec ses cheveux de serpents et son regard pétrifiant. Cette activité vous permettra de vous immerger dans l'univers des mythes antiques, de comprendre leur signification et leur influence sur notre culture actuelle. Vous allez découvrir les symboles et les métaphores qui se cachent derrière ces légendes, et comment elles ont été transmises à travers les siècles. En créant votre tête de Méduse, vous allez non seulement exprimer votre imagination, mais également votre compréhension de l'histoire et de la culture."
138,Éveil tout-petits (18 mois – 3 ans),2024-08-05T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Ici on scrute les animaux dans un ou deux tableaux, avec des bruits, des comptines, des histoires, des marionnettes…",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000.0,France,Musée des Beaux-Arts et d’Archéologie,,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2021/06/188040082_4533246390036738_7195393596825083453_n-e1671175782271.jpg,https://sortir.besancon.fr/evenement/visite-guidee-tout-petits-18-mois-3-ans/2024-08-05/,"Dans ce lieu, nous créons un univers enchanté où les animaux sont les vedettes. Nous les présentons de manière interactive dans un ou deux tableaux vivants, où ils prennent vie au son des bruits amusants et des comptines entraînantes. Les histoires captivantes qui leur sont associées nous transportent dans un monde imaginaire où tout est possible. Pour ajouter encore plus de magie à ce spectacle, nous utilisons des marionnettes habilement conçues pour donner vie aux animaux et les faire évoluer dans une série d'aventures fantastiques. Les enfants sont ainsi plongés dans un univers de rêve où ils peuvent apprendre en s'amusant, découvrir de nouveaux mondes et explorer leur imagination. C'est un endroit où la créativité et la fantaisie règnent en maîtres, où les jeunes spectateurs peuvent se laisser porter par leur imagination et créer leurs propres histoires à partir des animaux qui les entourent."
139,Atelier fabrication d’un arbre des saisons,2024-08-06T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Le monde autour de nous change au fil de l’année et des saisons. Lors de l’atelier, les tout-petits fabriqueront un arbre des saisons qui les accompagnera tout au long de leur voyage à travers l’année.",Musée du Temps,96 Grande Rue,Besançon,25000.0,France,Musée du Temps,,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/IMG_6324-scaled.jpg,https://sortir.besancon.fr/evenement/atelier-fabrication-dun-arbre-des-saisons/2024-08-06/,"Notre environnement évolue au rythme des mois et des saisons. Lors de cet atelier créatif, les petits explorateurs vont concevoir un arbre des saisons qui leur servira de compagnon de route tout au long de leur périple à travers l'année. Ils vont ainsi avoir la possibilité de suivre et d'observer les transformations du monde qui les entoure, mois après mois. Ils pourront voir comment les feuilles bourgeonnent au printemps, comment elles verdissent en été, comment elles se colorent en automne et comment elles tombent en hiver. Grâce à cet arbre des saisons, ils vont acquérir une conscience accrue de la cyclicité du temps et de la façon dont notre environnement change en fonction des saisons. Cet atelier leur offrira également l'opportunité de développer leurs compétences créatives, leur imagination et leur sens de l'observation."
140,Atelier confection d’un herbier,2024-08-07T00:00:00+02:00,2024-06-08T23:59:59+02:00,Visite-atelier créatif. Pour les 3-6 ans.,Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000.0,France,Musée des Beaux-Arts et d’Archéologie,,"Jeune Public, Visites",https://sortir.besancon.fr/wp-content/uploads/2023/12/1-6.jpg,https://sortir.besancon.fr/evenement/vacances-au-musee-mon-petit-herbier-2/2024-08-07/,"Découverte d'un espace créatif où les petits artistes peuvent laisser libre cours à leur imagination ! Cette visite-atelier est spécialement conçue pour les enfants âgés de 3 à 6 ans, qui vont adorer s'exprimer par le biais de l'art. Dans un environnement chaleureux et stimulant, ils vont pouvoir créer, innover et explorer leurs talents cachés. Les petits visiteurs seront guidés par des animateurs expérimentés qui leur proposeront des activités amusantes et créatives pour les aider à développer leurs compétences artistiques. Cette expérience unique permettra aux enfants de prendre confiance en eux-mêmes, de découvrir de nouvelles façons d'exprimer leur créativité et de partager leurs réalisations avec leurs pairs. Les parents et les accompagnateurs seront également invités à rejoindre l'aventure et à partager les joies de la découverte artistique avec les petits. Cette visite-atelier créatif est donc l'occasion idéale pour les enfants de s'épanouir, de se ressourcer et de développer leur imagination dans un environnement ludique et inspirant. Les activités proposées varieront en fonction des thèmes et des techniques, mais une chose est sûre : les petits visiteurs repartiront avec de beaux souvenirs et un sourire radieux !"
141,Atelier Calligraphie-Lettrines,2024-08-08T00:00:00+02:00,2024-06-08T23:59:59+02:00,"En s’inspirant du Livre de prières de l’empereur Maximilien 1er, chef-d’œuvre du patrimoine bisontin conservé à la bibliothèque municipale et visible exceptionnellement à l’occasion de l’exposition « Made in Germany », réalise et décore ta propre lettrine.",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000.0,France,Musée des Beaux-Arts et d’Archéologie,,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/lena.jpg,https://sortir.besancon.fr/evenement/atelier-calligraphie-lettrines/2024-08-08/,"Créez votre propre lettre ornée en s'inspirant du célèbre Livre de prières de l'empereur Maximilien 1er, un véritable trésor du patrimoine bisontin conservé avec soin à la bibliothèque municipale. Pour cette occasion exceptionnelle, le livre est mis en valeur dans l'exposition « Made in Germany ». Profitez de cet événement unique pour vous inspirer de la beauté et de la richesse de ce chef-d'œuvre et créer votre propre lettre ornée, décorée avec goût et imagination. Vous pouvez vous laisser guider par les motifs et les ornements du Livre de prières, ou bien donner libre cours à votre créativité pour concevoir une lettre qui soit vraiment unique et personnelle. Quel que soit votre style ou vos préférences, n'hésitez pas à vous lancer dans cette aventure créative et à créer une lettre ornée qui soit à la fois un hommage au patrimoine bisontin et une expression de votre propre imagination."
142,Visite famille,2024-08-12T00:00:00+02:00,,"Un musée, qu’est-ce que c’est, qu’est-ce qu’on trouve dedans ? Une sculpture, une mosaïque, c’est fait comment ? Autour d’une sélection d’œuvres, découverte des expositions permanentes ou temporaires en compagnie d’un médiateur. Visite destinée au jeune public accompagné de leurs parents, grands-parents…",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000.0,France,Musée des Beaux-Arts et d’Archéologie,,"Jeune Public, Visites",https://sortir.besancon.fr/wp-content/uploads/2024/05/Visite-famille-MBAA.jpg,https://sortir.besancon.fr/evenement/visite-famille/2024-08-12/,"Qu'est-ce qu'un musée ? Quels trésors peut-on y découvrir ? Les sculptures, les mosaïques, comment sont-elles créées ? Cette visite guidée vous invite à explorer une sélection d'œuvres d'art en compagnie d'un médiateur expérimenté. Vous découvrirez ensemble les expositions permanentes et temporaires du musée, en compagnie de vos parents, grands-parents ou tout autre accompagnateur. Cette visite est spécialement conçue pour le jeune public, qui pourra ainsi s'initier au monde de l'art de manière ludique et interactive. Le médiateur vous présentera les œuvres sélectionnées, vous expliquant leur contexte historique, leur signification artistique et les techniques utilisées pour les créer. Vous aurez également la possibilité de poser vos questions, de partager vos impressions et vos réactions face aux œuvres exposées. Cette visite est l'occasion idéale de partager un moment en famille ou entre amis, tout en élargissant vos connaissances sur le monde de l'art et de la culture."
143,Visite-atelier : « Sacré scarabée » ! 3-6 ANS,2024-08-14T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Après une visite découverte de l’Egypte ancienne, les enfants réaliseront un moulage en argile d’un scarabée égyptien.",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000.0,France,Musée des Beaux-Arts et d’Archéologie,,"Jeune Public, Visites",https://sortir.besancon.fr/wp-content/uploads/2023/01/MBAA-e1674569761400.jpg,https://sortir.besancon.fr/evenement/visite-atelier-sacre-scarabee-3-6-ans/2024-08-14/,"Suite à une exploration immersive de l'Égypte antique, les enfants vont créer un modèle en terre cuite d'un scarabée égyptien, symbole sacré de la régénération et de la renaissance. Cette activité créative leur permettra de se plonger dans l'univers fascinant des anciens Égyptiens, de découvrir leurs croyances et leurs traditions, ainsi que les techniques artisanales qu'ils utilisaient pour créer ces petits chefs-d'œuvre. Les enfants pourront exprimer leur imagination et leur créativité en façonnant la terre cuite pour donner vie à ce petit insecte mythique. Ils apprendront également l'importance du scarabée dans la culture égyptienne, qui représentait le dieu Khepri, associé au soleil levant et à la création. En réalisant leur propre modèle de scarabée, les enfants prendront part à une aventure créative qui les fera voyager à travers les siècles et les civilisations, tout en développant leurs compétences artistiques et leurs connaissances historiques."
144,Atelier Dessin : portrait Renaissance,2024-08-15T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Après une initiation aux techniques fondamentales du dessin : observation, esquisse, proportion, ombre et lumière, texture… réalise ton autoportrait et sublime-le à la sauce Renaissance !",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000.0,France,Musée des Beaux-Arts et d’Archéologie,,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/3-7.jpg,https://sortir.besancon.fr/evenement/atelier-dessin-portrait-renaissance/2024-08-15/,"Après avoir acquis les bases solides du dessin, notamment l'observation, l'esquisse, la proportion, l'ombre et la lumière ainsi que la texture, vous allez créer votre autoportrait en appliquant les principes fondamentaux de l'art. Ensuite, vous pourrez le sublimer en intégrant les canons esthétiques de la Renaissance, ce qui donnera à votre œuvre une touche classique et raffinée. Vous apprendrez ainsi à maîtriser les techniques essentielles du dessin pour créer un portrait réaliste et détaillé, tout en capturant l'essence de votre personnalité. Grâce à cette combinaison d'apprentissage des bases et d'inspiration artistique, vous serez en mesure de produire une œuvre originale et impressionnante qui célèbre la beauté de l'art Renaissance. Vous pourrez ainsi exprimer votre créativité et votre imagination tout en développant vos compétences techniques et artistiques."
145,Éveil tout-petits (18 mois – 3 ans),2024-08-19T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Ici on scrute les animaux dans un ou deux tableaux, avec des bruits, des comptines, des histoires, des marionnettes…",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000.0,France,Musée des Beaux-Arts et d’Archéologie,,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2021/06/188040082_4533246390036738_7195393596825083453_n-e1671175782271.jpg,https://sortir.besancon.fr/evenement/visite-guidee-tout-petits-18-mois-3-ans/2024-08-19/,"Dans ce spectacle, nous allons mettre en scène les animaux de manière créative et interactive en utilisant deux tableaux ou plus. Pour cela, nous allons employer une variété d'éléments tels que des bruits d'animaux pour créer une ambiance immersive, des comptines qui vont aider les enfants à se souvenir des noms et des caractéristiques des animaux, ainsi que des histoires qui vont stimuler leur imagination. Pour ajouter un élément de surprise et de magie, nous allons également utiliser des marionnettes qui vont prendre vie entre les mains des animateurs. Les tableaux seront conçus pour ressembler à des décors naturels où les animaux pourront se promener librement, offrant ainsi aux spectateurs une expérience visuelle riche et colorée. Grâce à cette approche multidisciplinaire, nous allons créer un univers où les enfants pourront apprendre en s'amusant, découvrir de nouvelles choses et développer leur créativité."
146,Atelier fabrication d’un semainier,2024-08-20T00:00:00+02:00,2024-06-08T23:59:59+02:00,Pas facile pour les tout-petits de comprendre la succession des moments de la journée et des jours de la semaine. À vos ciseaux et tampons pour fabriquer ensemble un joyeux semainier pour se repérer plus facilement dans le temps !,Musée du Temps,96 Grande Rue,Besançon,25000.0,France,Musée du Temps,,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/4.jpg,https://sortir.besancon.fr/evenement/atelier-fabrication-dun-semainier/2024-08-20/,"Il est difficile pour les petits de saisir la chronologie des moments de la journée et des jours de la semaine. C'est pourquoi nous allons créer ensemble un calendrier amusant pour aider à mieux comprendre le temps qui passe ! Les enfants vont adorer utiliser des ciseaux et des tampons pour fabriquer ce semainier unique, qui leur permettra de se repérer plus facilement dans les différentes périodes de la journée et de la semaine. Grâce à cette activité créative, ils vont acquérir une meilleure compréhension de la notion de temps et des habitudes quotidiennes. Les enfants pourront ainsi identifier les différents moments de la journée, tels que le matin, l'après-midi et le soir, ainsi que les jours de la semaine, du lundi au dimanche. Cela leur permettra de mieux organiser leurs activités et de prendre des décisions plus éclairées. De plus, cette activité va aider à développer leur créativité et leur imagination, tout en leur apprenant une compétence essentielle pour leur vie quotidienne."
147,Atelier modelage de chouette,2024-08-21T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Une statue, c’est taillé dans la pierre ou dans le bois, ou ça peut être modelé dans la terre avec ses petits doigts. Découverte de sculptures de musées et manipulation de moulages et d’argile.",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000.0,France,Musée des Beaux-Arts et d’Archéologie,,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/Vacances-au-musee-A-laise-glaise-3-6-ans.jpg,https://sortir.besancon.fr/evenement/atelier-modelage-de-chouette/2024-08-21/,"Créez votre propre sculpture en modelant la terre avec vos petits doigts ou en taillant la pierre ou le bois. Vous pouvez également découvrir les sculptures exposées dans les musées et apprendre à manipuler les moulages et l'argile pour créer vos propres œuvres d'art. Les statues peuvent prendre de nombreuses formes et tailles, allant des pièces miniatures aux monuments géants. Vous pouvez vous inspirer des sculptures célèbres du passé ou créer quelque chose de complètement nouveau et original. Le modelage de la terre est un excellent moyen de commencer, car il permet de créer des formes complexes avec des outils simples. Les moulages peuvent être utilisés pour créer des copies précises d'objets, tandis que l'argile peut être façonnée en de nombreux styles et textures différentes. En explorant les différents matériaux et techniques, vous pouvez développer vos compétences en sculpture et créer des œuvres d'art qui reflètent votre créativité et votre imagination."
148,Visite famille,2024-08-26T00:00:00+02:00,,"Un musée, qu’est-ce que c’est, qu’est-ce qu’on trouve dedans ? Une sculpture, une mosaïque, c’est fait comment ? Autour d’une sélection d’œuvres, découverte des expositions permanentes ou temporaires en compagnie d’un médiateur. Visite destinée au jeune public accompagné de leurs parents, grands-parents…",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000.0,France,Musée des Beaux-Arts et d’Archéologie,,"Jeune Public, Visites",https://sortir.besancon.fr/wp-content/uploads/2024/05/Visite-famille-MBAA.jpg,https://sortir.besancon.fr/evenement/visite-famille/2024-08-26/,"Qu'est-ce qu'un musée ? Quels trésors y découvrons-nous ? Une sculpture, une mosaïque, comment sont-elles créées ? Dans le cadre d'une sélection d'œuvres d'art, venez découvrir les expositions permanentes ou temporaires en compagnie d'un médiateur expérimenté. Cette visite est conçue pour les jeunes accompagnés de leurs parents, grands-parents ou tuteurs, qui souhaitent partager avec eux l'univers fascinant des arts plastiques. Le musée est un endroit où l'on peut apprendre en s'amusant, découvrir de nouvelles choses et se laisser inspirer par les créations des artistes. Au fil de la visite, vous pourrez poser toutes vos questions au médiateur qui sera ravi de vous apporter des réponses précieuses et de vous faire partager ses connaissances. Vous découvrirez ainsi comment les œuvres d'art sont créées, restaurées et conservées. Cette expérience interactive est l'occasion idéale pour encourager la curiosité et la créativité des jeunes, qui pourront peut-être même être inspirés pour devenir eux-mêmes des artistes ou des conservateurs de musée un jour !"
149,Atelier fabrication d’un calendrier perpétuel,2024-08-27T00:00:00+02:00,2024-06-08T23:59:59+02:00,D’où viennent les saisons ? Comment se déroule une année ? Comment se mesure le temps ? Visite découverte autour des collections suivie d’un atelier où chacun fabriquera un calendrier perpétuel.,Musée du Temps,96 Grande Rue,Besançon,25000.0,France,Musée du Temps,,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/3-5.jpg,https://sortir.besancon.fr/evenement/atelier-fabrication-dun-calendrier-perpetuel/2024-08-27/,"Où trouve-t-on l'origine des saisons ? Comment s'articule le cycle d'une année ? Et comment mesurons-nous le passage du temps ? Cette visite interactive vous invite à explorer les collections liées au calendrier, suivie d'un atelier créatif où vous allez concevoir votre propre calendrier perpétuel. Vous pourrez ainsi découvrir les mécanismes qui régissent notre compréhension du temps et créer un outil personnel pour mesurer le déroulement des jours, des semaines, des mois et des années. Au fil de cette découverte, vous vous interrogerez sur la façon dont les saisons s'enchaînent, comment l'année se découpe en périodes distinctes et comment nous avons appris à quantifier le temps qui passe. Vous quitterez cet atelier avec un calendrier unique, conçu de vos propres mains, qui vous permettra de mieux comprendre et appréhender la notion de temps."
150,Atelier Mosaïques,2024-08-28T00:00:00+02:00,2024-06-08T23:59:59+02:00,"« En 50 avant Jésus Christ, toute la Gaule est occupée.",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000.0,France,Musée des Beaux-Arts et d’Archéologie,,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2023/11/mosaiques.jpg,https://sortir.besancon.fr/evenement/visite-atelier-mosaique-les-ptits-cailloux-3-6-ans/2024-08-28/,"Dans les années 50 précédant la naissance de Jésus-Christ, l'intégralité du territoire gaulois est soumise à une occupation massive. À cette époque, les légions romaines ont réussi à étendre leur domination sur tout le pays, imposant ainsi leur autorité sur les différentes tribus celtes qui y vivaient. Cette occupation a entraîné de profonds changements dans la société gauloise, notamment en ce qui concerne l'administration, la langue et la culture. Les Romains ont établi un système de gouvernement efficace, créant des villes nouvelles et améliorant les infrastructures existantes. De plus, ils ont favorisé l'utilisation du latin comme langue officielle, contribuant ainsi à l'érosion de la langue celtique traditionnelle. En outre, la culture romaine a eu un impact significatif sur l'art, la littérature et la philosophie gauloises. Cependant, malgré cette occupation, les Gaulois ont réussi à conserver une grande partie de leur identité culturelle et de leurs traditions ancestrales."
151,Atelier Calligraphie-Lettrines,2024-08-29T00:00:00+02:00,2024-06-08T23:59:59+02:00,"En s’inspirant du Livre de prières de l’empereur Maximilien 1er, chef-d’œuvre du patrimoine bisontin conservé à la bibliothèque municipale et visible exceptionnellement à l’occasion de l’exposition « Made in Germany », réalise et décore ta propre lettrine.",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000.0,France,Musée des Beaux-Arts et d’Archéologie,,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/lena.jpg,https://sortir.besancon.fr/evenement/atelier-calligraphie-lettrines/2024-08-29/,"Créez votre propre lettre ornée en vous inspirant de l'ouvrage exceptionnel du Livre de prières de l'empereur Maximilien 1er, un trésor patrimonial bisontin conservé à la bibliothèque municipale et temporairement exposé lors de l'événement « Made in Germany ». Cette expérience vous permettra de découvrir les techniques d'enluminure médiévales et de vous immerger dans l'univers des lettrines ornées. En suivant les traces de ce chef-d'œuvre, vous pourrez créer votre propre lettre initiale, décorée avec soin et précision, en utilisant des motifs végétaux, des feuilles d'acanthe, des fleurs et des fruits, ainsi que des symboles héraldiques. Vous aurez la possibilité de personnaliser votre lettre en fonction de vos goûts et de vos préférences, en choisissant les couleurs, les formes et les motifs qui vous inspirent le plus. Cette activité créative vous permettra de découvrir l'univers des lettres ornées et d'apprécier la beauté et la complexité de cet art ancestral."
152,Visite famille,2024-09-01T00:00:00+02:00,,"Un musée, qu’est-ce que c’est, qu’est-ce qu’on trouve dedans ? Une sculpture, une mosaïque, c’est fait comment ? Autour d’une sélection d’œuvres, découverte des expositions permanentes ou temporaires en compagnie d’un médiateur. Visite destinée au jeune public accompagné de leurs parents, grands-parents…",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000.0,France,Musée des Beaux-Arts et d’Archéologie,,"Jeune Public, Visites",https://sortir.besancon.fr/wp-content/uploads/2024/05/Visite-famille-MBAA.jpg,https://sortir.besancon.fr/evenement/visite-famille/2024-09-01/,"Un voyage à travers les trésors du musée ! Quels sont ces objets étonnants qui attirent notre regard ? Comment sont-ils créés ? Des sculptures, des mosaïques, et bien plus encore... Nous allons nous plonger au cœur de cette découverte en compagnie d'un guide expérimenté. Ensemble, nous explorerons les expositions permanentes ou temporaires qui abritent ces œuvres d'art. Cette visite est spécialement conçue pour le jeune public, accompagné de leurs parents, grands-parents ou tuteurs. C'est l'occasion idéale pour partager un moment en famille et s'émerveiller ensemble face aux merveilles du musée. Nous allons nous laisser guider par les explications passionnées de notre médiateur qui nous révélera les secrets et les techniques utilisés pour créer ces chefs-d'œuvre. Cette visite interactive et ludique est conçue pour inspirer l'imagination et le sens de découverte des plus jeunes, tout en offrant aux adultes un regard neuf sur l'art et la culture. Alors, prêts à partir à l'aventure ?"
